Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-04-29,Syndromes and a Century,2006,https://boxd.it/4beU43,,,"We think too hard and too much.


(I asked Apichatpong a question and got a photo with him after the movie and I will never forget those moments)","block cinema, me time!, 35mm, q&a!",2023-04-28
2023-04-30,Star Wars,1977,https://boxd.it/4btPY1,5,Yes,"Luke really mourned Obi-Wan more than his own aunt and uncle.

My ass got a DVD from the library for the original theatrical cut and I accidentally put on the 1997 special edition disc… but I love this movie too much to care.
Practical effects, genuine stakes, emotional characters, intelligent plot structuring, a completely justified 2 hour runtime, the most iconic score in cinema history, hundreds of childhood memories… it’s not only everything I miss from Hollywood genre movies today, it's everything I adore in movies in general!
I will never not love revisiting lifetime favorites years after I’ve seen them, it’s such a joy every single time. It’s not a 10 in my critical brain, but it is in my heart so it gets the bump.","dvd rental, library, in the dorm, w/ hazel",2023-04-29
2023-05-02,Days of Heaven,1978,https://boxd.it/4c3p6T,,,"I didn’t have the best of watching conditions for this but I still understood everything that happened. The story just wasn’t working for me for a while, but the ending started to change my mind so I’m still unsure how I feel about the movie as a whole. I definitely prefer <i>Badlands</i> and <i>Tree of Life</i>. Beautiful cinematography and Morricone music for sure. I liked all the dogs.","hoopla, in the dorm",2023-05-01
2023-05-03,The Empire Strikes Back,1980,https://boxd.it/4co1Yz,5,Yes,"The bravest thing Luke did in this movie was eating Yoda’s musty ass food.


(I can’t bring myself to just leave it at a joke review, this movie will always mean SO much to me and be a lifetime favorite. Fucking awesome)","dvd rental, library, in the dorm, w/ hazel",2023-05-02
2023-05-03,Return of the Jedi,1983,https://boxd.it/4cql5t,5,Yes,"I have vivid memories of the first time I watched the <i>Star Wars</i> trilogy. I remember the first time I saw the opening crawl of <i>A New Hope</i>, the first time I heard that Vader is Luke’s father, and a particularly strong memory of the first time I saw Vader throw Palpatine down the Death Star. I was 6, and these were the greatest movies I had seen since I was first introduced to Pixar. I was blown away, my life was changed.

I have been wanting to see one of the original Star Wars movies in theaters since then. Tonight, at the crisp age of 19, that wish was finally granted. Sure, it was the 1997 special edition and not the original cut, but I saw this damn movie and I saw it in IMAX at that rate so I really don’t care at all. I had an absolute blast with a smile plastered to my face and my eyes glued to the monstrous screen.

This isn’t a perfect movie, none of the Star Wars movies are, but this is one of those 10/10 experiences. Some things in life are worth waiting multiple years for, and this was just that.","showplace icon roosevelt, w/ hazel, cried or teared up, whatever the large format here was called",2023-05-02
2023-05-04,Waltz with Bashir,2008,https://boxd.it/4cAIeN,,,"I was engaged from start to finish but only processing the story progression about 2/3 of the time, and I think that honestly added to the immersion of how this movie tackles and portrays memories, specifically images that scar us for life. It’s exhausting and devastating. A perfect movie to show anyone who thinks animation is a medium for kids, and something that everyone should watch in general because it's just phenomenal.

Edit - removed the rating as I have become far more aware of what the IDF has done, both during the time period this takes place in and in the modern day.",in class,2023-05-03
2023-05-04,Primary,1960,https://boxd.it/4cE02L,,,"Experience the back of Kennedy’s head like you’ve never seen before!


(Edit: I realize how that sounds and I mean the literal back of his head, not his assassination, lmfao. I was referring to the 2 minute long take, where the back of his head takes up 75% of it)","criterion channel, for class, in the dorm",2023-05-03
2023-05-06,Guardians of the Galaxy,2014,https://boxd.it/4deKW3,3.5,Yes,"Maybe definitely still my favorite Marvel movie. Well made and well written with actual stakes, relatively good humor, and impressive filmmaking + visual effects that most of the others lack. I also have fonder memories of this one than I do with the rest of the MCU. The rating could be an 8 the more I sit on it, this was my first time with GOTG in 4-5 years so it’s subject to change.


5/9/2023 — Rocket and Groot have real personalities, potentially the realest in the entire MCU. They’re so great. “He’s glad you didn’t want him to wear it as a hat. He thinks all hats are stupid.”","disney+, w/ dad, w/ mom, in a hotel",2023-05-05
2023-05-07,Guardians of the Galaxy Vol. 2,2017,https://boxd.it/4dqFoT,3.5,Yes,movie,"disney+, w/ dad, w/ mom, w/ quinn, in a hotel, cried or teared up",2023-05-06
2023-05-10,Past Lives,2023,https://boxd.it/4el0LL,4,,"Such a sweet, easy, heartfelt watch! Great characters, screenwriting, music, and real human emotion. I wasn't blown away by it per se, but I really can’t find anything to dislike either. It’s just an awesome little romance that I’d recommend to everyone. I have a more positive outlook on the day now, thanks Celine Song!","music box theater, me time!, chicago critics festival, q&a!",2023-05-09
2023-05-11,Ponyo,2008,https://boxd.it/4eyHQv,3.5,Yes,David Bowie plays a nonbinary version of King Triton. I remember wanting to be like Sosuke when I was a kid. Good movie.,"amc river east 21, ghibli fest, w/ jadyn, w/ claire s, w/ carmen",2023-05-10
2023-05-12,Parasite,2019,https://boxd.it/4eLxLV,5,Yes,<i>“Until then… so long”</i>,"criterion dvd, in the dorm, w/ hazel",2023-05-11
2023-05-14,"Sister, Sister",1987,https://boxd.it/4f63r9,,,"Structurally odd but mostly good movie. It didn’t help that I watched it in two sittings, but I’m confused on some character motivations and plot points. Great cinematography, production design, and performances — I watched this for Jennifer Jason Leigh and she did incredibly well. The thriller genre elements were really effective and well done in particular, especially when interwoven with others.","criterion channel, at home",2023-05-13
2023-05-14,The Wizard of Oz,1939,https://boxd.it/4f7Z2t,4.5,Yes,"More self-esteem themes in movies, please","cinemark seven bridges, w/ dad, w/ mom, w/ quinn, cried or teared up",2023-05-13
2023-05-15,Everything Everywhere All at Once,2022,https://boxd.it/4flvav,5,Yes,I don’t have much else to say on this watch,"blu-ray, w/ dad, w/ mom, cried or teared up, at home",2023-05-13
2023-05-15,Galaxy Quest,1999,https://boxd.it/4fpZhJ,3.5,Yes,"A great put-on-in-the-background-while-you-do-other-things movie!

My mom loves this movie. Happy Mother’s Day to her <3","netflix, w/ dad, w/ mom, w/ quinn, at home",2023-05-14
2023-05-15,Upgrade,2018,https://boxd.it/4fwgoz,,,"I never knew I wanted a Cronenberg-Garland-Nolan-Stahelski-sci-fi-anime mashup, but life surprises you sometimes. When you make a movie that feels fresh despite a number of clear influences, you have a winner. I genuinely had a great time with this.","w/ hazel, at a friend's place",2023-05-14
2023-05-17,The Blackening,2022,https://boxd.it/4fXpn5,,,"<i>“So what now, should we call the cops?”</i>
...
*everyone laughs*

Not a real scary movie (super derivative of <i>Scream </i>and<i> Get Out </i>in its horror, not as effective), but the comedy consistently worked for me. Everyone in the theater, myself included, had good fun. Not a favorite movie or masterpiece by any means, but I definitely don’t regret seeing it.","regal city north, w/ hazel, early screener",2023-05-16
2023-05-17,The Evil Dead,1981,https://boxd.it/4g03G1,4,Yes,"This stunned me a little less going in knowing what to expect (also I watched this during spring in Chicago when it’s really an autumn suburbs movie), but it’ll never not be a fun fucking movie, both hilarious and nightmarish. Sam Raimi just fucking around with a few thousand dollars and his buddies will also never not be inspiring for the filmmaker in me. Practical effects for life, man.","dvd, in the dorm, w/ hazel",2023-05-16
2023-05-18,The Gleaners and I,2000,https://boxd.it/4g7ieb,,,"Awesome movie. This was my first Agnes Varda film (finally!) and she really knows how to make an entertaining and informative documentary — this scored a lot of points with me, with everything from the music to the subject matter to the editing to the powerful interviews. I’m not entirely sure what the overarching message is on first watch (a shortage of my ADHD pill this week didn’t help either), but it’s absolutely something worth watching by everyone and I can’t wait to see it again.",in class,2023-05-17
2023-05-18,Shooting Stars,2023,https://boxd.it/4gb2uF,,,It’s mostly a by-the-books sports movie but it’s harmless and it moved me as someone who still has high school very fresh in their mind. Some particularly creative cinematography and a good soundtrack too.,"amc river east 21, w/ jadyn, w/ claire s, early screener",2023-05-17
2023-05-18,Cult of Chucky,2017,https://boxd.it/4gdkpR,2.5,,"<i>Cult of Chucky</i> has some great camp slays but some of it also really sucks. At the very least, it deserved a far more climactic ending than what we got (stop relying on post-credits scenes please), but the buildup isn’t that good either. Ugh... I mentioned that Don Mancini felt like he was running out of ideas with <i>Curse</i>, though that’s grown on me at least a little. This is just not that rewarding.","blu-ray, in the dorm",2023-05-18
2023-05-19,Barnyard,2006,https://boxd.it/4gndN3,,,Poetic cinema. Queer-coded.,"w/ izzy, w/ jadyn, w/ claire s, at a friend's place",2023-05-18
2023-05-19,Hoodwinked!,2005,https://boxd.it/4gohbz,3,Yes,<i>Rashomon</i> for the little ones,"w/ izzy, w/ claire s, w/ jadyn, at a friend's place",2023-05-18
2023-05-21,Air,2023,https://boxd.it/4gUOX1,3,,"The characters say the name of the movie an UNBELIEVABLE amount of times! Also please cast Matthew Maher in everything.


Watch <a href=""https://youtu.be/Zfernsm4LhA"">my YouTube review</a>!","regal webster place, me time!",2023-05-20
2023-05-22,Searching for Sugar Man,2012,https://boxd.it/4h4lhv,4,,Very good and very interesting movie. I love music so much and should really make it a bigger part of my life than it currently is.,"panopto (school), in the dorm, for class",2023-05-21
2023-05-22,Joy Ride,2023,https://boxd.it/4haLWB,3,,"I wish this was better. It’s basically a <i>Return to Seoul</i> remake produced by Seth Rogen and Evan Goldberg in that it’s 2 hours of movie stuffed into 90 minutes with some predictable character arcs and plot points. BUT the representation is great of course, and it isn’t without some hilarious moments (the basketball players sex montage lmfao), shining personality, and four consistently watchable leads. Sabrina Wu MVP.

Side-note: <i>Y Tu Mama Tambien</i> is still the leader of sex positivity I've seen on film and more films should follow suit. This one claims to be sex-positive the entire time then always makes it the butt of the joke.","gene siskel film center, w/ cam, early screener",2023-05-21
2023-05-22,The Celebration,1998,https://boxd.it/4hgueJ,4,,"Ain’t no party like a Dogme 95 party cause a Dogme 95 party is uncomfortable and challenging as it uses unconventional and inspiring filmmaking to highlight the strangest parts of humanity!


I need to decompress before I go to sleep because this was insane! Sorry to use two modern American examples, but it reminded me a lot of the anxiety of <i>Shiva Baby</i> combined with the structure and pacing of <i>The Meyerowitz Stories</i>. <i>The Celebration</i> didn't move me *quite* as much as those two, but I respect the hell out of how this laid the groundwork for so much future cinema, and overall I loved it… I think.","criterion blu-ray, in the dorm",2023-05-21
2023-05-24,Sibyl,2019,https://boxd.it/4hAgLf,3.5,,"A lot of moody, powerful, and personal moments that hit VERY well in a movie that needed a stronger structure. The performances (my first film with Adele Exarchopoulos and she was phenomenal), gorgeous cinematography, bold questioning of ethics, and overall atmosphere of this movie are awesome, but it’s a little overstuffed and oddly paced so it leaves me questioning more than I want to. I still really liked this overall though — it’s certainly memorable and won me over. Can’t wait for <i>Anatomy of a Fall</i>.","hoopla, in the dorm",2023-05-23
2023-05-25,Dumb and Dumber,1994,https://boxd.it/4hQiwN,3.5,,God bless our filmmakers who love gross and irreverent humor.,"google play, in the dorm",2023-05-24
2023-05-25,RRR,2022,https://boxd.it/4hVK7B,4.5,Yes,Slightly less good out of theaters but still fucking great and one of the standards for genre films. Very queeRRR-coded. Dosti forever.,"w/ claire s, w/ izzy, w/ jadyn, netflix, at a friend's place",2023-05-24
2023-05-26,Waiting for the Light to Change,2022,https://boxd.it/4i9QCj,5,,"I met Linh Tran after and she asked me to give it 5 stars on Letterboxd so

But even that aside, I thought this was an amazing movie that connected to me on multiple emotional levels. Currently tied with <i>Beau is Afraid</i> for my top of the year so far.","gene siskel film center, me time!, q&a!",2023-05-25
2023-05-26,Clerks,1994,https://boxd.it/4iaXLz,3.5,,One of those wild flicks that I really enjoyed despite connecting to none of the characters. Personally I would not live in New Jersey.,"hoopla, in the dorm, w/ hazel",2023-05-26
2023-05-27,In Bruges,2008,https://boxd.it/4ihm3T,4,,The Banshees In Fucking Bruges was great.,"dvd rental, library, in the dorm",2023-05-26
2023-05-28,Shoplifters,2018,https://boxd.it/4iCyOf,4,,"Really sweet and well made biopic about me in high school (no, I'm not proud of it and yes, I've changed my ways)","facets, w/ hazel",2023-05-27
2023-05-29,Melancholia,2011,https://boxd.it/4iSjpr,4.5,Yes,Lars von Trier’s <i>Barbie</i> in theaters was a truly chilling and incredible experience that I’ll be thinking about for at least the rest of the day. Now I really need to follow it up with a comfort watch.,"facets, me time!",2023-05-28
2023-05-29,Attack of the Killer Tomatoes!,1978,https://boxd.it/4iVCeX,2.5,,"This was a fine satire that made me laugh sometimes + it had a good original score (not enough main theme though), but also if literally anyone in this movie owned a knife then the conflict could’ve been solved in 10 minutes.","tubi, in the dorm",2023-05-28
2023-05-30,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/4ja1gn,4.5,Yes,"I have no reason for not having seen this a second time until now, 4.5 years after the first time in theaters. It really does hold up and is an amazing movie, I loved it and can’t wait for the sequel.","blu-ray, in the dorm, w/ claire s, w/ izzy, w/ jadyn, w/ shelby",2023-05-29
2023-05-31,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4jqzW5,4,,"<i>Across the Spiderverse</i> didn’t quite beat the original for me, but I really loved it nonetheless. The animation is a genuine step up from the original, the screenplay starts a bit rough with weaker dialogue and fan service (a lot of MCU-esque one-liners) but REALLY picks up the slack and grips you for the entire second hour, and it continues what the first Spiderverse started in terms of exploring Spider-Man’s individual character and identity. I was ultimately won over by the final emotional core, visual clusterfuckery (in a good way), and impressive plot structuring / revealing of information.","amc river east 21, early screener, w/ jadyn, w/ alek, w/ dylan, w/ ashar",2023-05-30
2023-06-01,The Act of Killing,2012,https://boxd.it/4jB3NH,,,"I wanna watch it again outside of class so the audio doesn’t cut every 5-10 seconds, but it was really good.","in class, w/ peter",2023-05-31
2023-06-01,Bama Rush,2023,https://boxd.it/4jE3yj,2,,"Weird movie. Not as good as <i>The Act of Killing</i>.

I think this is a story that needed to be told in documentary form, but the filmmakers take a strangely objective stance on Greek life and fail to bring up a lot of other aspects that surround it. The director explicitly states that she doesn't want to turn people off of rushing after segments on bullying, racism, and her own alopecia (which she thought was relevant here) ?? She also put herself on an equal pedestal as her subjects, and in the end there isn't much actual rushing on screen at all, so what was the point?

A lot of individual moments work cohesively and emotionally, but as a final product it really feels like a movie that didn't have enough of a plan or much research when they set out to make it. The lack of focus made me forget what the whole point of the documentary was on numerous occasions and the more I think about it, the more I dislike it. At the end of the day, as an aspiring documentarian, I learned more of what NOT to do from watching this.","hbo max (courtesy of friends), in the dorm",2023-05-31
2023-06-02,Pitch Perfect,2012,https://boxd.it/4jV1Db,3.5,,Unexpectedly really liked this ?? New guilty pleasure unlocked! I wish I saw this like 4 years earlier.,"netflix, in the dorm, w/ carmen, w/ jadyn",2023-06-01
2023-06-02,The General,1926,https://boxd.it/4jWNiR,4,,"Buster Keaton never fails to make me laugh. This is also such a great movie from a shot composition standpoint, I always love me some beautiful landscapes and stunning usage of foreground/background! Don’t really need to say anything more about how good the stuntwork is.

The ending lost me a bit though, it made me realize this is far more of an entertaining movie than one I genuinely connect to. Not the worst thing ever, it just didn’t keep the same energy going. Still really liked this overall, it gave me the idea to add a chase to my current screenplay!","criterion channel, in the dorm",2023-06-02
2023-06-04,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4kveXF,4.5,Yes,"Reasons why I bumped this up to a 9/10:

1. <i>Akira</i> motorbike shot

2. I felt even more strongly that this is a superhero movie filled to the brim with genuine emotion and struggles where all ends meet and no conflict is forgotten about or sidelined, made arguably more impressive by the fact that this is a Part 1 movie.
I've said it before, I'll say it again -- the best superhero movies are those where there are more villains than just the bad guy who needs to be defeated and this is such an incredible example of that; Miles' struggle to prove his worth to everyone including himself, Rico's struggle to be satisfied with himself as both a cop and father, Gwen's struggle to make amends with her dad, and hell, even Miguel's struggle to hold everything together. It's such a great screenplay, emotionally honest in ways that almost all new studio movies just aren't. It could've very well ended up being a therapy session for the screenwriters, but that's how you know a film is well written; genuine emotion masked by a broader, more accessible and cinematic story. And of course I don’t need to say any more about how impressive this is visually.

My small criticisms from the first review stand, but don't be mistaken... I really do love this movie. A lot.","regal webster place, w/ jadyn, w/ izzy, w/ claire s",2023-06-03
2023-06-05,Creature Comforts,1989,https://boxd.it/4kGtzP,,,"One of my favorite short films, ever since I was a kid. Thought-provoking, funny, and serious all in 5 minutes. Maybe my favorite mockumentary, I love Nick Park and Aardman so much.

I relate to this because I would also hate living in captivity in England. The polar bears' faces look like a weird hybrid between both Wallace and Gromit.","youtube, w/ hazel, on the quad",
2023-06-06,The Flash,2023,https://boxd.it/4l5Pqv,1.5,,"The complete emotional arc is really predictable from the get-go, it’s not visually pleasing to put it nicely, the characters are weak and none of the performances are very good, and it introduces a ton of new ideas only to expand upon none of them. All the superhero movie sins. The budget was at least $200 million for this, there's no excuse for it to be as frustratingly immature as Barry Allen's character.

If you’ve never seen 1 (one) time travel or multiverse movie, then the story and stakes will be impressive to you. I would’ve enjoyed it more if they stuck with a more grounded and fun story since I didn’t hate it for a bit, but of course they just HAD to try being profound and large-scale and very weakly tackle the multiverse like we didn’t see it coming… only to have almost none of the emotional ends meet. It’s not powerful, it’s pointless emotional whiplash.

There are definitely some heroes in smaller roles on the crew who tried really hard on this film so they deserve credit, especially since they were probably underpaid in favor of pointless cameos. The soundtrack was good too.

<i>Across the Spiderverse</i> has been making me rethink the limits and capabilities of superhero movies. This did the opposite. Make the right choice if you're going to see one in theaters.","amc newcity 14, early screener, w/ jadyn, w/ claire s, w/ izzy",2023-06-05
2023-06-10,Jubilee,1978,https://boxd.it/4m6wp5,3.5,,"HAPPY PRIDE MONTH! Finally finished the school year and am able to start my queer film watching!

And nothing to kick off pride month like a bizarre movie critiquing the 70s British punk scene with a ton of political, artistic, and music industry-related discussions against a <i>Clockwork Orange</i>-esque vision of the country, especially visually. This isn't a good film to watch after the ADHD pill wears off and it definitely isn't one to fully understand on one watch, but one thing I do know for certain is that the sets, costumes, lighting, and cinematography were all KILLER! It didn't speak to me on a lot of personal levels and I feel it didn't warrant this long of a runtime, but a lot of individual scenes in this are excellent and it left me thinking a good bit about hypocrisy and activism.

This would be one of Britta Perry's favorite movies. I'm in the mood for some Siouxsie and the Banshees now.","criterion channel, pride month '23, at home",2023-06-09
2023-06-11,Blue Velvet,1986,https://boxd.it/4ml8mr,4,Yes,"Hopefully this doesn’t happen to me over the summer.


Still good but less good than I remembered. Re-watching your favorites can be dangerous. I adore the art direction and cinematography as much as I always have and the meshing of classic family TV tropes with the darkness of crime and noir is still a pretty brilliant genre blend, but I found myself caring less about a lot of what was going on, even if I was engaged the whole time. One of the best opening sequences in history, hands down.","criterion blu-ray, at home",2023-06-10
2023-06-13,Wild Things,1998,https://boxd.it/4mYIhP,2,,"A big shitpost of a movie that takes itself too seriously to be fun or campy, but isn’t nearly well written enough to compel me or keep me from not giving a shit; I almost fell asleep towards the end. It was just annoying to me and felt completely forced in all the wrong ways. I’ve had plenty of bad first watches that grow on me a lot, but I honestly think I would’ve disliked this either way.

Points for the potential of me liking it more in the future + great cinematography and aesthetics, I want to live in Neve Campbell’s doll head house.


Update — I also had a frustrating theater crowd which isn’t the movie’s fault. <b>Note to self</b>: Don’t see re-release movies in theaters unless you’ve already seen them.","music box theater, 35mm, me time!, pride month '23",2023-06-12
2023-06-15,Bringing Up Baby,1938,https://boxd.it/4nnZx1,3.5,,"100 minute long episode of Looney Toons where everyone is rich and annoying... Fun movie! Great filmmaking and comedic timing with brilliant natural-flowing dialogue and performances, I just wish the story and stakes offered more for me to care about and connect to. Normalize having goofy misadventures with your partner.","criterion channel, at home",2023-06-14
2023-06-15,Kiki's Delivery Service,1989,https://boxd.it/4nsDo7,4.5,,"<i>""Then I stop drawing. I take walks, look at the
scenery, take naps, do nothing. Then after a while,
all of a sudden I get the urge to draw again.""</i>

I started this back in January but only made it halfway before getting really depressed. I regret not finishing it then because I've needed a movie like this to help me through the last 6 months, but better late than never.

EASILY the best first watch of the summer so far and one of the best of the year in general. Everything you could possibly want from a Miyazaki film on a smaller scale than something grander like <i>Spirited Away</i>. I had no notes as I left the theater so I'll leave it at this for now, but I was genuinely so close to giving it a 10.","amc naperville 16, ghibli fest, w/ quinn",2023-06-14
2023-06-15,American Graffiti,1973,https://boxd.it/4nuxjT,4.5,Yes,"<i>""It doesn't make sense to leave home to look for home, to give up a life to find a new life, to say goodbye to friends you love just to find new friends.""</i>

So, so, so good. We don’t say “bitchin’” or hang dice above our car mirrors nearly enough anymore. So bittersweet for me emotionally when thinking about memories of high school and how life changes in the blink of an eye but in a strangely comforting way, and it’s SO well made in all aspects. These characters represent so many things for me, and it helps that they're entertaining as hell. The dialogue is so good and the story structure is perfect in how information is revealed and how twists just naturally find their way into the story, for both the highest realism and emotional impact. If I was a little more awake for this watch I genuinely think I'd give it full marks, but I had a great time either way so the rating doesn't mean much to me. I'll probably bump it up at some point soon anyways. Love this movie.","netflix, virtual watch party, w/ izzy, at home",2023-06-14
2023-06-16,Desert Hearts,1985,https://boxd.it/4nLErp,4,,"I love it when romance movies have enough faith in the screenplay and performances to feel natural, real, and soft enough to leave a lasting impression thanks to emotional honesty. No shade at all to romance that’s loud and operatic in its presentation, a lot of my favorite romance movies function that way! But the ability to make an effective and lasting toned-down romance feels more directly relatable to my own past relationships, and this hasn’t seemed to get appreciated enough as of late (hopefully that changes with <i>Past Lives</i> as it gets more popular). This was a really great movie that slowly crept up on me, and I can’t wait to talk about it more in the future.","criterion channel, pride month '23, at home",2023-06-15
2023-06-17,Bumblebee,2018,https://boxd.it/4nWEpP,3,Yes,"I loved <i>Bumblebee</i> when it came out thanks to a strong connection with Charlie's struggling aimless character combined with the thrill of all the action, and I'm glad to say I still found some enjoyment out of it today. For a recent comparison, I'd put it in the same league as <i>Dungeons and Dragons</i> in that it's an unmistakable IP studio movie, but it feels like actual human care was put into the production. It's an obvious setup for a new universe and 80s nostalgia bait above all else, but a solid version of that. I still relate to many parts of Charlie, especially in the first half when the film is at its best, focused more on a good story and less on action.


The second half falters not just because of a lesser focus on story and a predictable finale, but also because it falls victim to sci-fi elements fulfilling emotional arcs in place of human connection, which I’ve grown really tired of. In <i>Bumblebee</i>'s case, I would have far preferred an ending where Charlie finds solace in Memo or her brother after all is said and done. I can see how the ending we got / the emotional arc between Charlie and Bumblebee would satisfy those who had a strong connection to the <i>Transformers</i> universe prior, since those people are undoubtedly the target audience here. Maybe I’m jaded from AI, or I don’t connect to having a Transformer solve my father wound, but it just leaves me feeling unfulfilled after genuinely caring about Charlie's journey leading up to this.


It's also worth noting the CGI is surprisingly good here, none of the shots stood out to me as bad, and it makes a clever use of a standard 80s soundtrack. I also have a soft spot for movies that use amusement parks as effective backdrops, but it's hard not to call it surface level here when Jordan Peele's <i>Us</i> came out just three months later and even used the exact same park. (Santa Cruz Beach Boardwalk)


I'm tempted to bump the rating up to a 7/10, but I'll leave it here for now. Hopefully the solid blockbuster quality continues over to the new <i>Transformers</i> movie, which I'll probably be seeing this weekend with my family.","paramount+, w/ dad, w/ mom, w/ quinn, at home",2023-06-16
2023-06-17,"Monsters, Inc.",2001,https://boxd.it/4nZRmP,4,Yes,"I had to revisit another Pixar movie before <i>Elemental</i> tomorrow, especially after realizing how long it's been since I've seen most of them. I almost cried after my mom reminded me of a memory of this movie from when I was growing up, and if / when I have kids I can't wait to share a similar experience with them.

The movie is great too. Endlessly creative in all aspects, super funny, amazing music, and Marxism for kids! Jennifer Tilly my beloved <3","disney+, w/ dad, w/ mom, cried or teared up, at home",2023-06-16
2023-06-18,Elemental,2023,https://boxd.it/4ojJo9,3,,"Pixar’s <i>Clash of Clans</i>

There's neat worldbuilding (even if the world’s logic doesn’t make a ton of sense), and on paper there’s a solid central metaphor about family roles. But most of the emotional beats felt rushed and unrewarding, and at that rate there are a few too many of them. I never actively disliked it, but almost everything in this movie has been done by Disney somewhere before. The Kernkraft 400 needle drop made me laugh.","amc naperville 16, 3d, w/ cam",2023-06-17
2023-06-19,Transformers: Rise of the Beasts,2023,https://boxd.it/4oxdm9,3,,"<i>Rise of the Beasts</i> is fun and inoffensive, albeit nothing amazing or something I’ll still be thinking about weeks out from now. It’s <i>Citizen Kane</i> compared to the Michael Bay movies (I will never take this for granted), but I’m also impatiently waiting for <i>Past Lives</i> to expand so everyone can finally see what they’ve been missing from their local multiplex.","amc naperville 16, 3d, w/ dad, w/ mom, w/ quinn",2023-06-18
2023-06-20,The Champion,1915,https://boxd.it/4oQvjl,,,"Charlie Chaplin wears a gay outfit at the end (happy pride!), the bulldog was adorable, visual storytelling is used super well, and the physical comedy is hilarious... it's super campy and kind of a perfect short film.

Chaplin could do <i>Fast X</i> but John Cena and The Rock couldn't do <i>The Champion</i>. Every wrestler-turned-actor should be required to make a silent film.",,
2023-06-22,Bottle Rocket,1996,https://boxd.it/4ptgEB,3.5,,"I'm not adding anything new to the discussion, but this is a great example of a directorial debut that has such a strong and distinct style to it from the get-go. Every shot doesn't have to be symmetrical and dollhouse-core for me to recognize that this was made by Wes, it just FEELS like it.
The offbeat mannerisms of the characters with their eccentric conflicts and desires, the striking color palates and coverage of every location (this is how you make desaturated colors look pretty, Disney!), consistent humor, and well-executed plot twists.

It's easily the simplest Wes movie and one of the less memorable ones at that, as I expected, but it's not my least favorite and I still had a super fun and great time with it! Right on the border of a 7 and 8.


TL;DR -- I greatly enjoy the work of Wesley Wales Anderson","hulu, virtual watch party, w/ izzy, at home",2023-06-21
2023-06-23,Mission: Impossible,1996,https://boxd.it/4pBgS5,3.5,,"I thought I had seen this entire movie when I was younger, but so much of it felt new to me that I think my parents only showed me certain scenes. Regardless, it was interesting to finally see the original all the way through after loving every 2010s <i>Mission: Impossible</i> movie growing up. I'm excited to rewatch all of those before <i>Dead Reckoning</i> so I can give some retrospective thoughts.

Anyways, there are moments of spy-thriller brilliance with the great opening scene and all the heists along the way, but the screenplay did just enough with the characters and plot to keep me engaged without really captivating me or finding a strong emotional in-point. It's a strong and fun start to the franchise, but I feel they were prioritizing spectacle a little too much at the expense of a better narrative.

This unintentionally made a great double feature with <i>Bottle Rocket</i> last night, in a way that made me appreciate Wes Anderson's debut a bit more for being loose and incorporating genre as more of a step two.","paramount+, w/ dad, at home",2023-06-22
2023-06-24,Past Lives,2023,https://boxd.it/4q09Mf,5,Yes,I hate all other movies.,"amc oakbrook center 12, w/ mom, w/ dad, w/ quinn, cried or teared up",2023-06-23
2023-06-25,Asteroid City,2023,https://boxd.it/4qfpWP,3,,"It REALLY pains me to say this, but <i>Asteroid City </i>was just Wes Anderson white noise for me. It looks beautiful of course and I really fuck with this aesthetic, but that’s a given for his movies. It didn’t focus enough on the individual characters I had attachment to and the story moved too fast for me to have really latched onto anything emotionally. I was unmoved almost the whole time, I’m genuinely sad this didn’t work better for me.","regal city north, w/ hazel",2023-06-24
2023-06-26,Black Mirror: Be Right Back,2013,https://boxd.it/4qGUTh,4,,"Got really sad after looking at Hayley Atwell’s Letterboxd page and realizing how few film opportunities she’s had to reach her full potential. She’s a good fucking actress and deserves better.

This one started off insanely strong, but once the doll came in I predicted the rest and was a tad unsatisfied. But I thought it was really good nonetheless. Maybe a 7.","netflix, at home",2023-06-26
2023-06-27,Raiders of the Lost Ark,1981,https://boxd.it/4qOUrX,4,Yes,"Great feature length version of that one short film Sam made in <i>The Fablemans</i>!

This combined my fascinations for history, geography, and movie VFX when I was 7 or 8, and stuck around as a favorite for many years after my first time. It definitely was a springboard for a lot of what got me to this point. (in tandem with <i>The Last Crusade</i>, of course)

I don't *quite* love the movie like an all-time favorite today, the romance in particular stood out as especially cheesy. But the production value is still amazing even by today's standards, and Spielberg knows scene coverage like a master and can shoot an incredibly engrossing genre film. He always will. I might bump the rating up eventually for those reasons alone.","dvd, w/ dad, w/ mom, w/ quinn, at home",2023-06-26
